red,green,blue,id
22,19,12,4
7,7,0,4
16,17,1,4
17,14,5,4
18,15,6,4
20,17,8,4
20,17,8,4
19,16,7,4
21,18,9,4
25,21,12,4
28,23,17,4
27,22,16,4
25,20,14,4
14,7,1,4
7,0,0,4
30,23,17,4
60,53,47,4
58,51,45,4
34,27,21,4
21,20,15,4
21,20,15,4
21,20,15,4
21,20,15,4
24,21,16,4
23,20,15,4
22,19,14,4
21,18,13,4
19,16,11,4
16,11,7,4
22,17,13,4
27,22,18,4
26,21,17,4
30,25,21,4
32,27,23,4
27,19,16,4
22,17,11,4
27,22,16,4
34,29,23,4
22,17,11,4
27,23,14,4
27,20,12,4
32,25,15,4
26,17,8,4
35,27,16,4
38,30,17,4
43,33,21,4
41,32,17,4
39,30,15,4
40,31,16,4
57,45,29,4
86,74,58,4
50,46,35,4
6,0,0,4
54,46,23,4
233,223,187,4
98,82,31,4
186,166,103,4
182,159,83,4
215,188,101,4
213,180,87,4
209,175,78,4
220,184,88,4
202,163,70,4
229,189,101,4
227,186,104,4
242,203,124,4
229,190,113,4
204,161,67,4
221,181,86,4
233,193,98,4
248,212,116,4
234,200,103,4
216,186,90,4
225,199,106,4
237,213,127,4
207,186,107,4
240,221,152,4
215,199,140,4
233,219,174,4
152,138,103,4
25,11,0,4
22,9,0,4
81,67,54,4
34,29,23,4
22,17,11,4
28,23,17,4
35,32,25,4
29,26,19,4
25,22,15,4
3,3,0,4
33,33,25,4
14,14,6,4
18,19,11,4
30,31,23,4
2,3,0,4
0,2,0,4
42,45,36,4
155,158,149,4
50,53,44,4
37,37,27,4
17,17,7,4
56,56,46,4
52,52,42,4
7,7,0,4
17,17,9,4
32,32,24,4
15,15,7,4
3,2,0,4
15,14,9,4
25,24,19,4
23,22,18,4
14,13,9,4
9,8,4,4
12,11,7,4
16,15,11,4
17,12,19,4
25,20,27,4
74,69,73,4
30,24,26,4
19,14,11,4
28,21,15,4
14,7,0,4
23,17,3,4
28,23,4,4
12,7,0,4
19,17,0,4
18,16,0,4
18,18,0,4
26,28,4,4
5,7,0,4
28,32,7,4
14,8,0,4
47,41,27,4
71,65,49,4
86,80,64,4
79,74,55,4
31,26,6,4
17,12,0,4
61,56,34,4
69,65,40,4
69,65,38,4
58,54,25,4
62,59,28,4
36,33,2,4
28,25,0,4
36,33,0,4
24,21,0,4
61,63,23,4
74,76,37,4
66,68,29,4
75,76,42,4
124,125,93,4
72,71,41,4
78,77,47,4
196,195,167,4
96,95,65,4
129,126,95,4
151,148,115,4
66,63,28,4
87,85,46,4
87,86,42,4
78,77,31,4
58,57,11,4
125,119,95,4
126,118,95,4
57,47,22,4
40,28,4,4
63,48,25,4
33,15,0,4
45,26,9,4
27,8,0,4
52,32,23,4
85,66,60,4
63,48,41,4
12,2,0,4
19,13,0,4
30,29,8,4
9,12,0,4
19,24,0,4
19,14,10,4
16,12,3,4
14,8,0,4
48,42,20,4
118,113,83,4
50,44,10,4
53,45,8,4
83,75,38,4
31,21,0,4
54,43,11,4
47,38,7,4
101,92,61,4
91,85,51,4
59,53,17,4
68,63,25,4
57,54,13,4
48,38,13,4
29,19,0,4
64,56,35,4
35,27,8,4
44,37,21,4
25,19,7,4
17,13,4,4
29,24,18,4
14,9,5,4
115,110,107,4
94,89,85,4
80,75,71,4
92,85,79,4
148,141,133,4
76,67,60,4
17,8,0,4
17,14,9,4
20,16,7,4
35,27,14,4
27,16,0,4
116,102,75,4
144,131,97,4
136,123,88,4
181,172,133,4
128,120,83,4
50,42,5,4
79,71,35,4
75,62,27,4
27,11,0,4
39,17,0,4
134,106,67,4
170,141,101,4
168,128,32,4
184,141,46,4
201,159,61,4
200,158,60,4
222,180,82,4
222,180,82,4
217,173,74,4
194,150,51,4
203,157,59,4
203,158,57,4
184,139,38,4
203,155,55,4
203,155,53,4
227,179,77,4
227,179,77,4
208,160,58,4
226,177,84,4
216,167,74,4
216,167,75,4
212,163,71,4
207,157,68,4
215,165,78,4
200,150,63,4
207,157,70,4
210,160,73,4
222,172,85,4
222,172,85,4
198,148,59,4
212,163,71,4
205,156,64,4
184,135,42,4
202,153,60,4
215,166,71,4
214,165,70,4
214,165,70,4
225,176,81,4
214,165,70,4
214,165,70,4
230,181,86,4
210,162,64,4
218,170,72,4
219,171,73,4
214,166,68,4
201,153,55,4
212,164,66,4
218,170,72,4
203,155,57,4
171,123,25,4
204,153,61,4
196,145,53,4
170,119,28,4
158,109,17,4
207,157,68,4
183,136,46,4
188,141,51,4
210,163,73,4
225,178,86,4
228,181,89,4
221,172,79,4
222,173,78,4
245,195,98,4
229,177,78,4
231,177,77,4
215,161,61,4
174,127,23,4
233,186,82,4
230,183,79,4
214,167,63,4
220,173,69,4
215,168,64,4
216,169,65,4
218,171,67,4
214,170,65,4
233,189,82,4
216,172,65,4
215,171,64,4
207,163,56,4
171,127,20,4
164,120,13,4
193,149,42,4
201,152,50,4
203,154,52,4
229,177,76,4
232,180,79,4
212,160,58,4
208,156,54,4
204,151,47,4
191,138,34,4
222,169,65,4
206,151,48,4
187,132,29,4
181,124,21,4
216,159,56,4
212,155,52,4
205,148,45,4
202,145,42,4
205,152,50,4
200,147,45,4
190,137,35,4
206,154,52,4
222,170,68,4
217,165,64,4
200,151,49,4
174,125,23,4
193,143,44,4
213,165,65,4
192,144,44,4
188,140,42,4
210,164,66,4
185,139,41,4
183,137,39,4
162,116,18,4
201,159,77,4
240,198,116,4
222,180,96,4
177,137,50,4
155,116,25,4
183,147,53,4
208,172,75,4
197,162,62,4
196,158,57,4
157,118,15,4
197,155,53,4
198,153,52,4
212,164,64,4
213,163,64,4
170,118,19,4
188,134,36,4
203,150,58,4
237,184,90,4
188,135,39,4
220,168,67,4
216,164,62,4
240,189,82,4
210,159,50,4
205,155,44,4
210,160,47,4
215,165,52,4
195,145,34,4
195,145,34,4
214,166,56,4
218,170,62,4
206,157,52,4
233,184,81,4
211,167,68,4
195,152,50,4
198,155,51,4
213,169,62,4
200,153,45,4
176,130,19,4
227,179,68,4
199,152,38,4
215,168,54,4
197,149,38,4
195,149,38,4
175,128,22,4
159,114,11,4
149,106,4,4
141,97,0,4
155,111,14,4
155,122,41,4
167,134,53,4
167,135,52,4
182,150,65,4
167,137,49,4
162,132,42,4
178,152,59,4
173,146,55,4
155,130,40,4
157,131,44,4
180,155,71,4
168,143,63,4
167,141,67,4
118,94,24,4
135,110,43,4
161,136,70,4
170,138,87,4
131,99,48,4
109,78,23,4
118,88,26,4
120,89,24,4
146,116,44,4
130,98,23,4
123,91,14,4
141,108,29,4
141,108,29,4
110,74,0,4
151,115,41,4
147,110,40,4
145,106,39,4
140,101,36,4
150,110,48,4
154,119,38,4
144,109,28,4
129,93,15,4
170,134,56,4
155,119,43,4
138,102,28,4
141,105,31,4
173,136,65,4
162,125,54,4
156,119,48,4
159,123,49,4
152,116,42,4
163,127,51,4
187,151,75,4
139,103,25,4
162,126,48,4
155,113,39,4
169,127,53,4
162,123,46,4
144,105,26,4
144,106,23,4
158,120,35,4
166,129,40,4
164,129,37,4
164,129,37,4
176,141,49,4
171,136,44,4
166,131,39,4
155,121,31,4
159,125,35,4
167,133,44,4
129,95,6,4
158,117,35,4
150,112,29,4
151,113,30,4
164,126,45,4
148,110,29,4
149,111,30,4
133,96,15,4
129,93,9,4
140,104,20,4
156,122,35,4
138,104,15,4
150,116,26,4
146,113,20,4
135,105,9,4
174,144,46,4
180,151,51,4
189,156,59,4
184,151,54,4
184,151,56,4
166,133,40,4
176,142,52,4
181,147,57,4
208,174,85,4
216,182,93,4
185,151,62,4
191,160,69,4
203,172,81,4
187,156,63,4
196,166,68,4
186,157,57,4
147,118,18,4
177,148,46,4
182,146,50,4
130,94,0,4
196,162,65,4
165,131,33,4
173,141,42,4
187,155,56,4
164,132,33,4
172,140,41,4
208,176,75,4
181,149,48,4
167,133,33,4
168,133,33,4
230,192,93,4
189,151,50,4
183,144,43,4
208,169,68,4
193,155,56,4
197,159,60,4
196,158,59,4
185,147,48,4
175,137,38,4
179,141,42,4
200,162,63,4
219,181,82,4
228,190,91,4
203,165,66,4
195,157,58,4
197,159,60,4
205,167,68,4
200,162,63,4
196,158,59,4
221,183,84,4
206,172,75,4
189,154,60,4
210,179,86,4
207,178,86,4
199,173,88,4
230,208,132,4
90,71,5,4
121,104,52,4
84,66,26,4
73,56,28,4
37,20,2,4
54,36,22,4
41,25,12,4
60,44,31,4
52,34,20,4
71,54,38,4
54,39,16,4
50,38,14,4
50,38,16,4
49,38,18,4
44,36,17,4
40,33,15,4
43,36,20,4
47,41,27,4
42,34,21,4
45,37,24,4
66,57,42,4
43,31,17,4
54,41,25,4
65,49,33,4
72,55,39,4
90,73,55,4
44,26,14,4
55,37,25,4
50,31,17,4
84,65,50,4
68,47,28,4
62,41,20,4
107,86,65,4
61,41,17,4
40,19,0,4
50,32,12,4
49,32,16,4
49,33,20,4
72,58,49,4
74,61,55,4
11,0,0,4
41,30,28,4
26,24,9,4
37,36,18,4
114,111,94,4
66,59,41,4
134,123,105,4
197,184,167,4
118,103,84,4
35,18,0,4
52,35,15,4
54,39,18,4
50,37,18,4
17,6,0,4
45,38,19,4
34,32,11,4
19,18,0,4
24,23,3,4
20,17,0,4
116,113,94,4
228,223,201,4
127,123,96,4
9,5,0,4
70,67,36,4
97,92,62,4
42,35,6,4
143,136,108,4
87,77,50,4
46,35,7,4
150,137,105,4
97,83,46,4
88,73,30,4
133,119,72,4
131,118,66,4
18,2,0,4
93,77,54,4
199,184,165,4
64,50,37,4
55,42,33,4
27,18,9,4
37,30,20,4
22,18,7,4
20,16,4,4
18,16,1,4
17,15,2,4
16,14,2,4
17,14,7,4
18,14,13,4
21,15,19,4
23,16,24,4
10,9,4,4
22,21,16,4
12,11,6,4
15,14,9,4
22,21,16,4
55,54,49,4
39,38,33,4
13,12,7,4
13,12,7,4
13,12,7,4
9,8,3,4
8,7,2,4
16,15,10,4
23,22,17,4
15,14,9,4
1,0,0,4
17,16,12,4
11,11,3,4
27,25,10,4
73,71,46,4
77,77,43,4
55,52,17,4
84,81,48,4
26,20,0,4
83,76,60,4
19,12,4,4
14,6,4,4
11,5,5,4
25,20,17,4
23,20,13,4
22,22,10,4
3,4,0,4
12,9,0,4
14,11,2,4
17,14,5,4
18,15,6,4
19,16,7,4
22,19,10,4
28,24,15,4
32,27,21,4
16,11,5,4
25,20,14,4
32,25,19,4
29,22,16,4
27,20,14,4
26,19,13,4
20,13,7,4
13,6,0,4
19,18,13,4
21,20,15,4
23,22,17,4
27,26,21,4
28,27,22,4
29,26,21,4
25,22,17,4
23,20,15,4
27,24,19,4
23,18,14,4
28,23,19,4
33,28,24,4
27,22,18,4
23,18,14,4
23,18,14,4
21,13,10,4
18,13,7,4
31,26,20,4
58,53,47,4
27,22,16,4
31,27,18,4
11,4,0,4
35,28,18,4
34,26,15,4
26,18,7,4
46,38,25,4
36,26,14,4
47,38,23,4
49,40,25,4
29,20,3,4
42,30,14,4
54,42,26,4
27,23,14,4
6,0,0,4
127,119,96,4
186,173,138,4
154,138,89,4
224,203,140,4
217,191,116,4
211,181,95,4
220,187,94,4
211,175,81,4
200,161,68,4
242,201,111,4
231,189,103,4
238,197,117,4
223,181,105,4
245,203,129,4
225,180,89,4
224,179,88,4
226,183,89,4
226,186,90,4
238,202,105,4
222,189,92,4
232,204,107,4
222,197,105,4
228,206,121,4
220,200,127,4
214,196,134,4
255,245,194,4
152,137,98,4
49,35,6,4
68,53,32,4
50,37,20,4
49,44,38,4
48,43,37,4
26,21,15,4
8,5,0,4
29,26,19,4
26,23,16,4
32,32,24,4
14,14,6,4
19,19,11,4
13,14,6,4
16,17,9,4
10,11,3,4
22,25,16,4
17,20,11,4
86,89,80,4
31,34,25,4
17,17,7,4
24,24,14,4
69,69,59,4
76,76,66,4
47,47,37,4
24,24,16,4
17,17,9,4
44,44,36,4
46,45,40,4
19,18,13,4
4,3,0,4
13,12,8,4
20,19,15,4
13,12,8,4
12,11,7,4
19,18,14,4
22,16,28,4
17,11,23,4
114,108,118,4
18,11,18,4
16,10,12,4
24,16,14,4
29,22,16,4
22,15,7,4
15,9,0,4
31,25,11,4
19,16,0,4
18,17,0,4
19,18,0,4
14,15,0,4
19,22,3,4
18,21,2,4
22,15,5,4
25,18,8,4
16,10,0,4
12,6,0,4
19,13,0,4
21,15,0,4
19,14,0,4
25,20,0,4
43,38,16,4
51,47,22,4
56,52,27,4
74,70,43,4
80,76,47,4
106,102,73,4
133,130,99,4
103,100,69,4
101,103,63,4
98,100,61,4
143,145,108,4
130,131,97,4
25,26,0,4
67,66,36,4
57,56,26,4
71,70,40,4
73,72,42,4
49,46,15,4
140,137,102,4
155,153,115,4
87,85,44,4
81,80,34,4
79,78,30,4
70,69,21,4
65,57,38,4
51,43,24,4
65,54,34,4
39,27,5,4
33,16,0,4
52,34,14,4
56,37,22,4
45,23,10,4
43,23,14,4
135,116,109,4
93,79,70,4
35,25,13,4
13,8,0,4
14,14,0,4
18,21,0,4
12,18,0,4
19,14,10,4
31,27,18,4
19,13,0,4
30,25,3,4
32,27,0,4
47,41,7,4
22,14,0,4
50,42,6,4
60,50,15,4
49,38,6,4
85,76,45,4
117,108,77,4
50,44,10,4
47,41,5,4
74,70,32,4
55,52,11,4
27,17,0,4
61,50,28,4
164,156,135,4
24,15,0,4
27,19,6,4
28,21,11,4
31,27,18,4
20,15,11,4
17,12,9,4
19,14,11,4
11,6,3,4
48,43,39,4
20,13,7,4
6,0,0,4
22,13,6,4
22,13,4,4
17,14,9,4
15,11,2,4
48,40,27,4
52,41,21,4
49,35,8,4
135,122,88,4
147,135,97,4
88,79,40,4
38,30,0,4
112,104,67,4
159,151,115,4
79,66,32,4
27,11,0,4
61,38,4,4
182,156,121,4
179,149,113,4
228,186,88,4
202,160,62,4
214,172,74,4
217,175,77,4
212,170,72,4
199,155,56,4
210,166,67,4
202,158,59,4
202,157,56,4
229,184,83,4
213,165,65,4
210,162,60,4
236,188,86,4
222,174,72,4
214,166,64,4
230,181,78,4
218,169,76,4
226,177,85,4
231,182,90,4
224,174,85,4
216,166,77,4
241,191,104,4
213,163,78,4
202,152,67,4
183,133,48,4
142,92,7,4
175,125,38,4
205,155,66,4
236,186,97,4
237,188,96,4
238,189,97,4
242,193,100,4
234,185,90,4
223,174,79,4
216,167,72,4
221,172,77,4
204,155,60,4
215,166,71,4
245,196,101,4
219,171,73,4
204,156,58,4
210,162,64,4
225,177,79,4
212,164,66,4
211,163,63,4
196,148,48,4
207,159,59,4
210,162,62,4
212,159,67,4
197,146,54,4
223,172,81,4
187,138,46,4
206,157,65,4
220,173,83,4
197,150,60,4
229,182,92,4
187,140,48,4
167,121,27,4
190,141,46,4
207,157,60,4
202,150,51,4
204,152,51,4
250,196,96,4
216,163,61,4
220,171,66,4
211,162,57,4
203,154,49,4
218,171,65,4
212,165,59,4
206,159,53,4
228,181,75,4
222,175,69,4
224,180,73,4
205,161,54,4
206,162,55,4
206,162,55,4
208,164,57,4
196,154,46,4
220,178,70,4
211,169,61,4
217,167,68,4
213,163,64,4
208,156,55,4
213,161,60,4
201,149,47,4
208,156,54,4
236,183,81,4
214,161,57,4
210,155,52,4
233,178,75,4
229,174,71,4
198,141,38,4
217,160,57,4
210,153,50,4
199,142,39,4
185,128,25,4
209,156,54,4
217,164,62,4
208,155,53,4
203,151,49,4
197,145,43,4
196,144,43,4
208,159,57,4
209,159,60,4
217,167,68,4
218,170,70,4
197,149,51,4
200,152,54,4
201,155,57,4
159,113,15,4
174,128,32,4
174,128,32,4
213,170,91,4
209,166,87,4
184,143,61,4
229,189,104,4
242,205,116,4
195,158,67,4
155,119,23,4
185,149,52,4
197,159,60,4
192,153,52,4
196,154,52,4
210,167,65,4
190,142,42,4
201,151,52,4
241,189,90,4
221,169,70,4
205,152,60,4
249,196,102,4
215,162,66,4
234,182,83,4
231,179,77,4
221,170,63,4
233,182,73,4
204,154,43,4
223,173,60,4
219,169,56,4
227,177,66,4
231,181,70,4
193,142,33,4
198,147,40,4
207,156,51,4
226,177,74,4
218,175,73,4
229,186,84,4
220,177,73,4
223,179,72,4
183,136,28,4
192,146,34,4
164,116,5,4
208,161,47,4
204,157,43,4
195,147,36,4
193,146,38,4
195,148,42,4
186,141,38,4
203,159,60,4
178,134,37,4
183,139,44,4
142,115,24,4
159,134,42,4
185,160,67,4
162,137,44,4
152,127,35,4
119,94,4,4
153,127,43,4
137,111,36,4
148,121,52,4
143,115,52,4
164,135,77,4
188,162,105,4
116,90,31,4
169,144,80,4
199,174,108,4
139,114,47,4
163,132,49,4
149,118,35,4
138,107,24,4
169,138,55,4
139,108,25,4
162,131,48,4
164,133,50,4
168,137,54,4
146,115,32,4
163,132,49,4
148,117,34,4
145,114,31,4
139,108,25,4
144,113,30,4
150,119,36,4
112,81,0,4
123,91,8,4
166,134,51,4
150,118,35,4
165,133,48,4
170,138,53,4
166,134,49,4
183,151,66,4
139,107,20,4
130,98,11,4
164,132,45,4
167,135,50,4
155,123,38,4
151,119,34,4
142,110,25,4
133,101,16,4
149,117,34,4
155,124,34,4
146,115,25,4
145,113,26,4
176,144,57,4
183,151,66,4
154,122,39,4
181,149,66,4
147,114,33,4
167,134,53,4
171,138,57,4
156,124,41,4
146,114,31,4
158,126,41,4
159,127,40,4
145,113,26,4
177,145,58,4
160,125,44,4
154,119,38,4
152,117,36,4
184,149,68,4
171,136,55,4
199,167,84,4
216,184,101,4
178,146,63,4
190,158,75,4
153,123,37,4
163,133,47,4
184,154,68,4
173,143,55,4
156,126,38,4
160,130,42,4
184,154,66,4
175,145,57,4
188,158,70,4
170,140,52,4
148,118,30,4
171,141,53,4
148,118,30,4
115,85,0,4
174,144,56,4
167,137,49,4
188,158,70,4
196,166,76,4
196,166,76,4
187,157,67,4
176,146,56,4
148,118,28,4
196,166,76,4
180,155,65,4
188,161,72,4
177,150,59,4
179,152,61,4
199,169,79,4
189,160,68,4
170,139,46,4
175,144,51,4
186,153,58,4
197,162,68,4
206,172,75,4
168,132,35,4
180,144,47,4
169,133,36,4
191,153,54,4
189,151,52,4
192,158,60,4
183,149,51,4
178,142,46,4
191,155,59,4
201,165,69,4
185,149,55,4
177,138,45,4
191,152,59,4
200,159,67,4
215,175,80,4
192,152,56,4
213,171,73,4
209,167,67,4
223,181,81,4
198,156,54,4
215,173,71,4
197,168,66,4
219,191,92,4
197,171,78,4
170,144,60,4
187,163,91,4
227,205,147,4
88,67,20,4
124,106,70,4
64,49,20,4
127,112,91,4
48,35,19,4
41,29,17,4
35,22,13,4
38,25,16,4
51,38,29,4
64,51,42,4
82,68,57,4
45,31,18,4
65,51,38,4
40,24,9,4
70,54,38,4
63,48,29,4
48,31,13,4
42,25,5,4
60,43,23,4
41,25,2,4
43,27,4,4
47,30,10,4
60,45,24,4
64,49,28,4
76,61,40,4
34,19,0,4
54,48,22,4
54,48,22,4
56,49,23,4
106,99,73,4
119,112,86,4
169,159,132,4
85,75,48,4
109,99,72,4
113,101,77,4
149,139,114,4
177,167,142,4
107,96,74,4
102,94,71,4
45,37,16,4
55,47,26,4
54,46,25,4
41,32,15,4
65,56,39,4
69,62,44,4
46,39,21,4
51,44,28,4
128,122,106,4
157,151,135,4
76,73,56,4
20,18,3,4
3,1,0,4
26,27,11,4
23,24,8,4
34,37,20,4
24,27,10,4
13,15,1,4
19,23,8,4
17,16,0,4
31,30,10,4
63,62,41,4
144,142,117,4
226,225,195,4
171,171,137,4
90,90,52,4
139,140,98,4
53,52,8,4
20,19,0,4
72,70,29,4
159,157,116,4
156,154,116,4
149,145,110,4
116,112,77,4
85,80,48,4
25,24,6,4
77,76,58,4
203,201,186,4
64,62,49,4
68,66,54,4
6,4,0,4
24,21,12,4
24,19,13,4
26,21,15,4
22,17,11,4
18,13,7,4
23,18,12,4
21,17,8,4
22,18,9,4
27,23,12,4
15,11,0,4
28,29,21,4
12,13,5,4
19,20,12,4
15,16,10,4
10,9,4,4
15,14,10,4
8,7,3,4
8,7,5,4
19,15,14,4
5,1,0,4
22,18,15,4
19,16,11,4
12,9,2,4
22,19,10,4
33,29,20,4
63,59,50,4
7,0,0,4
23,15,2,4
83,75,64,4
143,134,125,4
31,24,14,4
75,68,60,4
57,52,46,4
15,10,4,4
15,12,5,4
41,38,31,4
12,12,4,4
23,23,13,4
20,20,10,4
18,20,7,4
63,65,52,4
39,41,28,4
12,13,15,4
12,13,15,4
11,13,12,4
23,23,23,4
11,11,9,4
20,20,18,4
18,19,14,4
18,19,13,4
21,21,13,4
20,20,10,4
23,23,11,4
8,8,0,4
20,21,7,4
21,19,6,4
43,41,26,4
15,13,0,4
15,10,4,4
34,29,23,4
23,18,12,4
33,28,22,4
28,23,17,4
14,9,3,4
27,22,16,4
12,8,0,4
16,12,3,4
23,19,10,4
29,25,16,4
28,24,13,4
27,23,12,4
34,30,19,4
35,31,20,4
27,23,12,4
32,27,21,4
17,13,4,4
28,21,13,4
28,19,10,4
29,19,9,4
36,24,12,4
31,19,5,4
25,11,0,4
41,27,14,4
61,45,32,4
57,43,32,4
38,24,15,4
41,26,19,4
61,48,42,4
57,44,38,4
32,18,15,4
16,11,7,4
38,32,20,4
114,107,81,4
185,173,131,4
166,150,91,4
202,183,107,4
216,190,103,4
204,175,81,4
218,185,88,4
224,190,92,4
196,160,63,4
203,169,72,4
218,183,89,4
225,192,99,4
244,213,120,4
223,192,99,4
233,199,89,4
232,198,88,4
236,202,92,4
220,186,76,4
230,198,89,4
226,195,89,4
231,202,100,4
220,191,97,4
233,207,120,4
219,196,120,4
232,211,144,4
131,112,56,4
70,53,9,4
93,79,42,4
63,49,20,4
45,34,6,4
58,49,34,4
70,62,49,4
25,17,6,4
37,30,20,4
19,14,8,4
12,9,4,4
26,25,21,4
27,27,25,4
12,14,11,4
24,26,23,4
5,7,2,4
24,27,20,4
11,12,4,4
3,5,0,4
14,14,2,4
16,17,3,4
28,30,9,4
34,36,15,4
21,23,2,4
39,40,22,4
61,62,44,4
17,18,0,4
28,29,13,4
26,27,11,4
32,33,19,4
37,38,24,4
14,14,2,4
19,19,7,4
22,22,12,4
11,11,1,4
21,21,11,4
16,16,6,4
20,11,14,4
23,14,17,4
27,18,19,4
13,8,5,4
65,60,54,4
47,43,34,4
29,27,15,4
8,6,0,4
34,32,19,4
22,23,9,4
19,20,6,4
16,18,5,4
12,14,3,4
15,17,6,4
18,19,11,4
13,14,6,4
16,11,8,4
16,11,8,4
16,11,8,4
13,7,7,4
11,5,5,4
12,6,6,4
16,10,10,4
20,14,14,4
10,4,4,4
14,9,6,4
17,12,8,4
18,13,7,4
21,17,8,4
31,27,18,4
47,43,32,4
60,56,45,4
61,64,55,4
45,47,36,4
54,56,43,4
29,32,15,4
82,83,65,4
63,65,43,4
32,32,6,4
56,56,28,4
71,70,40,4
75,72,41,4
70,67,36,4
97,92,60,4
90,85,55,4
104,99,69,4
73,66,37,4
86,79,50,4
85,80,60,4
14,9,0,4
25,18,0,4
64,57,39,4
28,19,2,4
40,28,14,4
52,38,25,4
50,36,23,4
42,28,17,4
11,0,0,4
47,35,23,4
74,64,54,4
15,7,0,4
7,0,0,4
39,33,21,4
12,6,0,4
22,14,11,4
24,16,13,4
89,82,74,4
36,30,18,4
68,63,44,4
86,80,58,4
74,68,42,4
41,36,6,4
41,36,4,4
51,45,11,4
93,87,55,4
57,51,19,4
66,59,30,4
97,90,62,4
68,61,35,4
34,27,1,4
73,62,44,4
75,64,44,4
174,163,141,4
37,27,2,4
41,31,4,4
24,17,0,4
43,35,14,4
24,15,0,4
74,64,55,4
19,8,4,4
36,24,24,4
36,24,24,4
83,72,70,4
55,46,39,4
60,52,41,4
20,12,0,4
19,10,0,4
49,38,8,4
30,17,0,4
49,36,27,4
90,77,68,4
43,31,15,4
108,97,69,4
143,134,95,4
102,90,48,4
59,45,8,4
63,44,14,4
85,64,37,4
29,6,0,4
117,94,50,4
193,171,111,4
180,157,89,4
161,125,37,4
174,139,49,4
175,140,50,4
189,152,61,4
160,121,28,4
200,160,65,4
169,126,31,4
196,152,55,4
192,146,48,4
214,168,70,4
212,164,66,4
208,160,60,4
227,179,79,4
214,166,66,4
230,182,82,4
190,142,42,4
206,163,71,4
225,182,90,4
202,159,67,4
194,151,59,4
218,175,83,4
217,174,80,4
175,132,38,4
228,183,90,4
246,201,108,4
228,184,89,4
232,188,93,4
192,146,52,4
205,159,65,4
188,142,48,4
188,142,48,4
203,157,61,4
201,153,51,4
198,150,48,4
220,172,72,4
230,182,82,4
225,177,77,4
190,140,41,4
195,145,46,4
213,163,64,4
229,179,82,4
206,153,57,4
183,130,34,4
205,152,56,4
208,155,61,4
217,164,70,4
216,163,69,4
233,180,86,4
214,165,62,4
219,170,67,4
172,124,24,4
221,172,77,4
212,163,70,4
192,142,53,4
216,166,79,4
178,128,41,4
177,125,39,4
226,172,82,4
252,197,104,4
214,159,59,4
217,160,57,4
249,191,83,4
194,134,22,4
216,156,42,4
203,154,51,4
212,163,60,4
217,168,65,4
239,190,87,4
226,177,74,4
219,170,65,4
194,145,40,4
190,141,36,4
161,112,7,4
210,162,54,4
223,175,67,4
234,186,78,4
240,192,84,4
239,191,83,4
211,163,55,4
213,165,57,4
210,167,62,4
205,163,55,4
212,168,61,4
197,150,44,4
205,157,49,4
242,191,84,4
234,181,75,4
204,150,44,4
218,161,56,4
190,133,30,4
204,147,44,4
221,163,63,4
225,167,68,4
189,133,36,4
200,144,49,4
220,164,69,4
176,123,19,4
198,145,41,4
212,161,56,4
207,156,51,4
206,155,50,4
208,159,56,4
201,154,50,4
185,138,34,4
208,163,60,4
196,151,48,4
167,124,22,4
181,139,37,4
167,125,23,4
183,141,39,4
152,113,12,4
185,146,45,4
232,191,101,4
174,134,46,4
127,87,2,4
133,92,13,4
118,78,6,4
193,152,86,4
175,135,73,4
189,149,87,4
214,173,111,4
236,195,129,4
233,191,117,4
217,174,95,4
205,164,76,4
162,119,24,4
199,156,54,4
249,206,102,4
222,175,71,4
230,186,81,4
231,187,80,4
243,199,92,4
220,176,67,4
210,167,55,4
188,145,33,4
185,143,31,4
212,170,58,4
204,162,50,4
223,181,71,4
212,171,63,4
237,196,91,4
226,184,82,4
207,165,63,4
214,172,72,4
222,178,81,4
209,165,66,4
179,136,34,4
168,125,20,4
197,155,47,4
194,152,40,4
212,171,57,4
205,164,50,4
158,117,3,4
207,166,52,4
201,159,49,4
184,142,34,4
204,161,57,4
213,169,70,4
224,180,83,4
252,208,111,4
146,119,30,4
146,119,30,4
177,150,59,4
156,131,39,4
147,122,30,4
138,112,25,4
140,114,30,4
179,151,77,4
166,139,70,4
141,113,50,4
116,87,29,4
206,177,121,4
213,184,126,4
82,57,0,4
119,94,27,4
140,116,46,4
143,112,29,4
149,118,35,4
146,115,32,4
160,129,46,4
147,116,33,4
152,121,38,4
159,128,45,4
148,117,34,4
152,121,38,4
143,112,29,4
156,125,42,4
132,101,18,4
137,106,23,4
165,134,51,4
166,135,52,4
162,131,48,4
160,128,45,4
130,98,15,4
141,109,26,4
142,110,27,4
161,129,44,4
140,108,23,4
154,122,37,4
174,142,57,4
182,150,65,4
160,128,43,4
152,120,35,4
154,122,37,4
150,118,33,4
156,124,41,4
154,122,39,4
138,106,23,4
167,136,46,4
167,135,48,4
172,140,53,4
152,120,35,4
159,127,44,4
166,134,51,4
149,116,35,4
133,100,19,4
127,94,13,4
131,98,17,4
168,135,54,4
137,105,22,4
166,134,51,4
182,150,65,4
193,161,76,4
152,120,33,4
171,136,55,4
145,110,29,4
132,97,16,4
169,134,53,4
156,121,40,4
146,114,31,4
138,106,23,4
111,79,0,4
116,84,1,4
147,117,31,4
159,129,43,4
165,135,49,4
161,131,45,4
161,131,43,4
163,133,45,4
134,104,16,4
147,117,29,4
