source_artwork,url
1525,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Nude Girl Miss Leslie Hall in the style of George Wesley Bellows.png
166,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Nude Man Seated on the Ground with One Leg Extended in the style of Rembrandt Van Rijn.png
296,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Nude Man from the Front 1510-11 in the style of Michelangelo Buonarroti.png
386,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Nude Standing before a Mirror in the style of Henri De Toulouse-Lautrec.png
1541,"https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Nude Study, Classic on a Couch in the style of George Wesley Bellows.png"
1526,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Nude With Hexagonal Quilt in the style of George Wesley Bellows.png
1535,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Nude With White Shawl in the style of George Wesley Bellows.png
11,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Nude Woman Reclining in the style of Vincent Van Gogh.png
2421,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Nude Women in the style of Ernst Ludwig Kirchner.png
1927,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Nude with Coral Necklace (Akt mit Korallenkette) 1910 in the style of August Macke.png
3043,"https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Nude with Dove, 1928 in the style of Tamara de Lempicka.png"
1545,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Nude with Red Hair in the style of George Wesley Bellows.png
3041,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Nude without Arm (Nu au bras coupe) in the style of Tamara de Lempicka.png
1102,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Nude woman with a dog in the style of Gustave Courbet.png
3488,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Nudes Bathing On A Beach in the style of Paul-Gustave Fischer.png
2413,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Nudes Playing under Tree in the style of Ernst Ludwig Kirchner.png
2418,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Nudes in the Sun Moritzburg in the style of Ernst Ludwig Kirchner.png
1950,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Numerous townsfolk in a city in winter in the style of Oene Romkes De Jongh.png
1758,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Nymph and Satyr in the style of Jean-Antoine Watteau.png
2257,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Nymphes et Satyre (Nymphs and Satyr) in the style of William-Adolphe Bouguereau.png
3409,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Oaks and Blueberry Bushes in the style of Georges Lacombe.png
715,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Oath of the Horatii in the style of Jacques Louis David.png
2205,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Oberon and the Mermaid in the style of Sir Joseph Noel Paton.png
1356,"https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Oberon, Titania and Puck with Fairies Dancing in the style of William Blake.png"
1633,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of October 1877 in the style of James Jacques Joseph Tissot.png
2744,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Octobre in the style of Charles-Francois Daubigny.png
1507,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Odalisque in the style of Lord Frederick Leighton.png
805,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Oeil in the style of Odilon Redon.png
1284,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Officer of the Hussars Charging on Horseback in the style of Theodore Gericault.png
754,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Ognissanti Madonna (Madonna in Maesta) c. 1310 in the style of Giotto Di Bondone.png
763,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Ognissanti Madonna (detail 1) c. 1310 in the style of Giotto Di Bondone.png
3178,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Old Custom-house at Vac 1911 in the style of Marsden Hartley.png
2469,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Old Farm Buildings in the style of William Henry Hunt.png
1549,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Old Farmyard Toodleums in the style of George Wesley Bellows.png
240,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Old Margate Pier in the style of Joseph Mallord William Turner.png
2373,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Old Powhatan Chimney in the style of Robert Frederick Blum.png
519,"https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Old Walton Bridge over the Thames, 1754 in the style of Canaletto.png"
3496,"https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of On The Beach, Skane in the style of Paul-Gustave Fischer.png"
3029,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of On The Eltham Road in the style of Walter Withers.png
664,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of On The Saco in the style of Albert Bierstadt.png
795,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of On The Veranda in the style of Berthe Morisot.png
779,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of On the Balcony 1872 in the style of Berthe Morisot.png
1468,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of On the Island of Crete in the style of Ivan Konstantinovich Aivazovsky.png
2384,"https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of On the Lagoon, Venice in the style of Robert Frederick Blum.png"
1144,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of On the Road to Calvary in the style of Caravaggio.png
1001,"https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of On the Sand, Valencia Beach in the style of Joaquin Sorolla y Bastida.png"
2942,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of On the Waves of Love in the style of Edvard Munch.png
3487,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of On the beach in the style of Paul-Gustave Fischer.png
3169,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of On the prowl in the style of Henriette Ronner-Knip.png
3256,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of One to Tie Two to Win in the style of Cassius Marcellus Coolidge.png
813,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Ophelia 3 in the style of Odilon Redon.png
824,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Ophelie in the style of Odilon Redon.png
593,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Orchestra Musicians in the style of Edgar Degas.png
844,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Orchid And Hummingbird in the style of Martin Johnson Heade.png
834,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Orchids And Crimson Topaz Hummingbird in the style of Martin Johnson Heade.png
837,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Orchids Nesting Hummingbirds And A Butterfly in the style of Martin Johnson Heade.png
652,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Oregon Trail in the style of Albert Bierstadt.png
3212,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Orestes And Iphigenia At Tauris in the style of Angelica Kauffmann.png
2593,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Orphans 1891 in the style of Istvan Csok.png
1008,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Otra Margarita (Another Marguerite) in the style of Joaquin Sorolla y Bastida.png
2410,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Otto Muller 1874-1930 Playing Chess in the style of Ernst Ludwig Kirchner.png
2304,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Our Princess in the style of Carl Larsson.png
1783,"https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Overschie, 1906 in the style of Paul Signac.png"
3382,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Overtoom bij Amsterdam skaters on a frozen canal in the style of Charles Henri Leickert.png
3593,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Oxford from Hinksey Hill in the style of William (Turner of Oxford) Turner.png
517,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Padua in the style of Canaletto.png
2599,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Painting for the Schiffer Villa 1911 in the style of Istvan Csok.png
3542,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Palace of Amsterdam with Exotic Birds in the style of Melchior de Hondecoeter.png
1152,"https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Palace of Belisarius, Turkey, Istanbul in the style of Bartlett, William Henry.png"
1793,"https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Palais des Papes, Avignon in the style of Paul Signac.png"
521,"https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Palazzo Ducale and the Riva degli Schiavoni, Venice in the style of Canaletto.png"
219,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Pallas Athene 1898 in the style of Gustav Klimt.png
334,"https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Palm Tree, Nassau in the style of Winslow Homer.png"
2214,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Pan Piping in the style of Sir Joseph Noel Paton.png
1093,"https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Pan, c.1592 in the style of Annibale Carracci.png"
3458,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Pancho Villa And Adelita Before 1927 in the style of Frida Kahlo.png
806,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Pandora in the style of Odilon Redon.png
2223,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Paolo And Francesca in the style of Sir Joseph Noel Paton.png
2219,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Paolo and Francesca 2 in the style of Sir Joseph Noel Paton.png
463,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Pape Moe Aka Mysterious Water in the style of Paul Gauguin.png
1695,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Paradise in the style of Jacopo Tintoretto.png
464,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Parau Api Aka What News in the style of Paul Gauguin.png
465,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Parau Na Te Varua Ino Aka Words Of The Devil in the style of Paul Gauguin.png
1829,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Paris Quai De La Rapee in the style of Armand Guillaumin.png
1478,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Paris Street Scene 1887 in the style of Childe Hassam.png
925,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Paris Street- Rainy Weather 1877 in the style of Gustave Caillebotte.png
1838,"https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Paris, Quai de Bercy, Snow Effect, c.1873-74 in the style of Armand Guillaumin.png"
1893,"https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Parnassus, 1626 in the style of Nicolas Poussin.png"
1766,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Party of Four 1713 in the style of Jean-Antoine Watteau.png
3686,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Passing Away Of St John in the style of Correggio (Antonio Allegri).png
670,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Passing Storm Over The Sierra Nevada in the style of Albert Bierstadt.png
2574,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Pastoral Scene in the style of (after) Harmenszoon Van Rijn Rembrandt.png
3614,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Path through a cornfield with poppies and other wild flowers in the style of William (Turner of Oxford) Turner.png
51,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Pathway In Monets Garden At Giverny in the style of Claude Oscar Monet.png
2218,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Paton Sir Joseph Noel In Memoriam in the style of Sir Joseph Noel Paton.png
979,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Peace And Plenty in the style of George Inness.png
10,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Peach Trees in Blossom in the style of Vincent Van Gogh.png
3546,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Peacock parakeet pelican crane and poultry in the style of Melchior de Hondecoeter.png
1391,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Peasant Dance in the style of Pieter the Elder Bruegel.png
576,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Peasant Girls Bathing in the Sea at Dusk in the style of Edgar Degas.png
2120,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Peasant girl with a magpie in the style of Frederick Judd Waugh.png
1670,"https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Peasant with a Wheelbarrow, 1848-5 in the style of Jean-Francois Millet.png"
820,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Pegasus 1900 in the style of Odilon Redon.png
3219,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Penelope at her Loom in the style of Angelica Kauffmann.png
562,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Penitent Mary Magdalen in the style of Tiziano Vecellio.png
3358,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Perseus Rescuing Andromeda in the style of Paolo Veronese (Caliari).png
567,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Perseus and Andromeda in the style of Tiziano Vecellio.png
3186,"https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Perseus and Andromeda, Detail in the style of Anton Raphael Mengs.png"
2982,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Person at the Window in the style of Salvador Dali.png
1053,"https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Pesaro Altarpiece, detail of the predella featuring St. George Fighting the Dragon 1470s in the style of Giovanni Bellini.png"
3156,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Peter the Cat in the style of Henriette Ronner-Knip.png
3518,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Pheasants in a Landscape in the style of Arthur Heyer.png
170,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Philosopher in Meditation 1632 in the style of Rembrandt Van Rijn.png
3218,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Phryne Seducing the Philosopher Xenokrates in the style of Angelica Kauffmann.png
2774,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Piazza San Marco in the style of (after) (Giovanni Antonio Canal) Canaletto.png
509,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Piazza San Marco looking towards the Basilica di San Marco in the style of Canaletto.png
317,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Picador Caught By The Bull in the style of Francisco De Goya y Lucientes.png
1063,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Pieta (detail) 2 in the style of Giovanni Bellini.png
1071,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Pieta 3 in the style of Giovanni Bellini.png
1125,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Pieta in the style of Caravaggio.png
3264,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Pinched with Four Aces in the style of Cassius Marcellus Coolidge.png
646,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Pine Tree in the style of Albrecht Durer.png
2437,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Pink Roses In A Vase 2 in the style of Frans Mortelmans.png
3413,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Pins sur la rive in the style of Georges Lacombe.png
1814,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Pit Ticket in the style of William Hogarth.png
3462,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Pitahayas 1938 in the style of Frida Kahlo.png
2911,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Plaid Sweater in the style of Grant Wood.png
1717,"https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Plate from The Anatomy of the Horse, c.1766 2 in the style of George Stubbs.png"
3435,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Playing with Mother in the style of Horatio Henry Couldery.png
3527,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Playtime 2 in the style of Arthur Heyer.png
3533,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Playtime in the style of Arthur Heyer.png
1005,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Plaza Hotel in the style of Joaquin Sorolla y Bastida.png
2172,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Ploughing in the style of Rosa Bonheur.png
2471,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Plucking the fowl in the style of William Henry Hunt.png
2474,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Plums and Mulberries in the style of William Henry Hunt.png
2476,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Plums in the style of William Henry Hunt.png
892,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Point Lobos Monterey California 1912 in the style of Thomas Moran.png
3258,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Poker Sympathy in the style of Cassius Marcellus Coolidge.png
2355,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Poliphilus Kneeling before Queen Eleuterylida in the style of Eustache Le Sueur.png
3040,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Polish Girl (La Polonaise) in the style of Tamara de Lempicka.png
2086,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Polishing Pans in the style of Marianne Preindelsberger Stokes.png
1837,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Pont Marie From The Quai D Anjou in the style of Armand Guillaumin.png
3200,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Pope Clemente XIII Rezzonico in the style of Anton Raphael Mengs.png
1616,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Port by Moonlight 1811 in the style of Caspar David Friedrich.png
3717,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Portrait De Madame Francois-Marie Delessert in the style of Franz Xavier Winterhalter.png
2037,"https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Portrait Einer Prinzessin, Vielleicht Die Grossfurstin Natalie Von Russland (1714-1728) in the style of (after) Pietro Antonio Rotari.png"
2505,"https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Portrait Of A Anne-Marie De Chevreuse, Full Length, Holding A Falcon Aged Five Years Old in the style of (after) Philippe De Champaigne.png"
2573,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Portrait Of A Bearded Gentleman Standing In An Archway in the style of (after) Harmenszoon Van Rijn Rembrandt.png
2558,"https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Portrait Of A Bearded Man, Head And Shoulders, Wearing A Brown Hat in the style of (after) Harmenszoon Van Rijn Rembrandt.png"
2560,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Portrait Of A Bearded Young Man Wearing A Cap in the style of (after) Harmenszoon Van Rijn Rembrandt.png
2517,"https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Portrait Of A Gentleman, Half Length, Wearing A Black Embroidered Jacket And The Order Of The Saint-Esprit, Said To Be Michel Le Tellier, Marquis De Louvois in the style of (after) Philippe De Champaigne.png"
2575,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Portrait Of A Girl in the style of (after) Harmenszoon Van Rijn Rembrandt.png
2029,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Portrait Of A Lady 2 in the style of (after) Pietro Antonio Rotari.png
3449,"https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Portrait Of A Lady As Saint Margaret, Possibly Margherita Galli in the style of Lorenzo Lippi.png"
3650,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Portrait Of A Lady in the style of English Provincial School.png
2570,"https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Portrait Of A Lady, Head And Shoulders, Wearing Black With A White Head-Dress And Ruff in the style of (after) Harmenszoon Van Rijn Rembrandt.png"
2038,"https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Portrait Of A Lady, Head And Shoulders, Wearing Russian Dress in the style of (after) Pietro Antonio Rotari.png"
2523,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Portrait Of A Man in the style of (after) Philippe De Champaigne.png
2627,"https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Portrait Of A Monk Of The Benedictine Order, Holding A Skull in the style of (after) Dyck, Sir Anthony van.png"
2564,"https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Portrait Of A Young Boy, Head And Shoulders, Wearing A Brown Hat in the style of (after) Harmenszoon Van Rijn Rembrandt.png"
2040,"https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Portrait Of A Young Girl, Head And Shoulders, Hiding Her Eyes in the style of (after) Pietro Antonio Rotari.png"
2032,"https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Portrait Of A Young Girl, Hiding Her Eyes in the style of (after) Pietro Antonio Rotari.png"
2028,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Portrait Of A Young Man In A Powdered Wig in the style of (after) Pietro Antonio Rotari.png
2576,"https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Portrait Of A Young Man, Dressed As A Soldier in the style of (after) Harmenszoon Van Rijn Rembrandt.png"
2561,"https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Portrait Of A Young Man, Half Length, Wearing A Brown Plumed Beret And A Brown Coat With A Gorget in the style of (after) Harmenszoon Van Rijn Rembrandt.png"
165,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Portrait Of An Eighty-Three-Year-Old Woman in the style of Rembrandt Van Rijn.png
2568,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Portrait Of An Old Lady in the style of (after) Harmenszoon Van Rijn Rembrandt.png
1546,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Portrait Of Anne in the style of George Wesley Bellows.png
3067,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Portrait Of Charles Blair in the style of Sir Joshua Reynolds.png
2031,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Portrait Of Elizaveta Petrovna in the style of (after) Pietro Antonio Rotari.png
747,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Portrait Of Ellen Mary Cassatt in the style of Mary Cassatt.png
3573,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Portrait Of General James Grant (1720-1806) in the style of Allan Ramsay.png
2141,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Portrait Of Giovanni Arnolfini in the style of Jan Van Eyck.png
2610,"https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Portrait Of King Charles I Of England (1601-1649) in the style of (after) Dyck, Sir Anthony van.png"
2035,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Portrait Of Kurprinz Friedrich Christian Von Sachsen (1722-1763) in the style of (after) Pietro Antonio Rotari.png
2617,"https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Portrait Of Lady Anne Carr, Countess Of Bedford (1615-1684) in the style of (after) Dyck, Sir Anthony van.png"
3582,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Portrait Of Lady Milbanke in the style of Allan Ramsay.png
2616,"https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Portrait Of Lord Bernard Stuart, Later Earl Of Lichfield in the style of (after) Dyck, Sir Anthony van.png"
3466,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Portrait Of Lucha Maria Girl From Tehuacan 1942 in the style of Frida Kahlo.png
942,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Portrait Of Madame Boissiere Knitting in the style of Gustave Caillebotte.png
1813,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Portrait Of Mary Edwards in the style of William Hogarth.png
3076,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Portrait Of Miss Frances Harris in the style of Sir Joshua Reynolds.png
3664,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Portrait Of Mrs Orlebar Of Poddington in the style of English Provincial School.png
1538,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/generated/A painting of Portrait Of Professor Joseph Russell Taylor in the style of George Wesley Bellows.png
